ID,VERB,DEFINITION,EXAMPLE,ARG0,FLAG0,ARG1,FLAG1,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG2,FLAG2,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG3,FLAG3,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG4,FLAG4,"NOM, ACC, DAT, ABL, INS, LOC, GEN",,,,,,,,,,,,,,,
TUR10-0063580,ayrılmak,"Bir yerden, bir kimseden, bir şeyden uzaklaşmak",Adamdan ayrılmak istediğini söyledi.,ayrılan kişi,pag,"terk edilen kimse, yer",src,abl,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0880520,çıkmak,"Artırmak, fiyatı yükseltmek",,fiyatı arttıran kişi,pag,yükselttiği oran ,src,acc,yükseltilen oran,dir,,yükselttiği alan,loc,,,,,,,,,,,,,,,,,,,
TUR10-0023890,alakalanmak,Bir şeyden zevk almak,"Maçı izleyen veliler, çocuklarının göz dolduran performansı karşısında hem gururlanıyor, hem de alakalanıyorlardı.",zevk alan kişi,pag,zevkin kaynağı,src,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0213420,doğmak,"Düşünce, hayal vb. zihinde birdenbire oluşmak",,oluşan fikir,pag,zihin,src,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0880400,çıkmak,Niteliği sonradan anlaşılmak,"Eyvah, bu da ötekiler gibi soysuz çıktı. İstemem artık gözüm görmesin, soğudum, iğrendim. Atın evimden dışarı.",anlaşılan şey,pag,anlaşıldığı zaman,tmp,nom,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0880470,çıkmak,Bitmek; büyümek; sürmek,Ekinler çıkmaya başladı. Bıyığı çıktı.,büyüyen şey,pag,büyüdüğü zaman,tmp,nom,büyüdüğü yer,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0288470,geçmek,Bir konu üzerinde veya bir yerde çalışmış olmak,Şimdiki tuluat artistlerinin çoğu oradan geçtiler.,deneyim kazanan kişi,pag,deneyim süreci,tmp,nom,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0718250,sürüklenmek,"Bir iş, sonuçlanıncaya kadar boş yere gecikmelere uğramak",Bu dava iki yıl sürüklendi.,geciken şey,pag,geciktiği süre ,tmp,nom,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0287930,geçirmek,Zaman harcamak,Benim bu işlerle geçirecek vaktim yok.,zaman harcayan kişi,pag,harcanan zaman,tmp,nom,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0216870,doldurmak,"Belirli bir süreyi kaplamak, almak","Balıkçılara yardım etmek bütün zamanını doldurmayınca kentin içerilerine, gecekondu mahallelerine gitti.",zaman dolduran şey,pag,şeyin kapladığı süre,tmp,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0299080,gitmek,Dayanmak,,"belli bir süre dayanacak miktarda olan ürün, malzeme",pag,süre,tmp,nom,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0007370,adamak,"Zaman ayırmak, tahsis etmek","Nasılsa altındaki arabayı edinmişti, bütün sevme gücünü de bu arabaya adamıştı.",zaman ayıran kişi,pag,zaman,tmp,acc,zaman ayrılan şey,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0055690,atılmak,"Bir şeye doğru birden gitmek, birden bir davranışta bulunmak","Küçük köpek ince sevinç çığlıkları çıkarıyor, zıplıyor, havlıyor, atılıyordu.",atılan kişi,pag,atılmanın hedefi,,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0270880,fırçalanmak,Çok azarlanmak,,azarlayan kişi,pag,azarlanan kişi,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0955910,bastırtmak,bastırma işini yaptırmak,,bastırtan kişi,pag,bastırttığı kişi,,,bastırttığı kişi,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0455530,kıtıklamak,Kıtıkla doldurmak,,kıtıklayan kişi,pag,kıtıkladığı şey,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0681070,seslendirmek,"Sesi, çekimden sonra film üzerine geçirmek, kaydetmek",,seslendiren kişi,pag,seslendirdiği şey,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0681080,seslendirmek,Bir müzik eserini okumak,,seslendiren kişi,pag,seslendirdiği şey,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0625990,peylemek,"Temin etmek, sağlamak",,temin eden kişi,pag,temin edilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0813450,vakvaklamak,"Ördek ""vak vak"" diye ses çıkararak bağırmak",,vakvaklayan şey,pag,vakvakladığı şey,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0880540,çıkmak,Büyük abdest bozmak,,abdest bozan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0005760,açılmak,İşini gereğinden veya götürebileceğinden geniş tutmak,"Daha ilk çeyreğin kâr zarar hesabını yapmadan ürün yelpazesini genişleten marka, bana sorarsan biraz fazla açılıyor.",açılan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0011400,ağalanmak,Ağa tavrı takınarak çalım yapmak,"Eline iki dönüm arazi geçti ya, artık böyle ağalanır oldu.",ağalanan,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0125420,burmak,Ağza kekre tat vermek,Bu ayva ağzımı burdu.,ağıza kekre tat veren şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0125230,burkmak,"Bazı yiyecekler, ağza kekre tat vermek",,ağıza kekre tat veren şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0341190,hıçkırmak,İçini çekerek ağlamak,,ağlayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0352720,ıklamak,Ağlarken bunalır ve soluğu kesilir gibi iç çekmek,,ağlayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1192130,zarılanmak,İçli içli ağlamak,"Seher vakti kalkan kervan / İniler de zarılanır / Bir güzele düşen gönül / Çiçeklenir, korulanır",ağlayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0690270,sıyırmak,Akıl sağlığını kaybetmiş olmak,,akıl sağlığını kaybeden kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0018310,akıllanmak,Karşılaşılan olayların sonuçlarından yararlanarak davranmak,Başına çok korkunç olaylar geldi ama en azından artık akıllandı.,akıllanan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0515030,lütfetmek,Yüksek veya saygın bir kimse alçak gönüllülük göstermek,Lütfedip gelseniz.,alçak gönüllülük eden kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0151910,çarpılmak,Alınıp gücenmek,Senin sözlerinle çarpıldı.,alınan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0880210,çıkmak,Herhangi bir durumda olduğu anlaşılmak,Borçlu çıkmak. Kârlı çıkmak. Alacaklı çıkmak.,anlaşılan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0618920,patlamak,Ansızın bir gürültü duyulmak,,ansızın gürültü yaratan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1242340,arınmak,Temizlenmek,Hatalarından büyük ölçüde arındı.,Arınan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0047730,artıklamak,Yemekte artık bırakmak,"Asla tabağındakilerin hepsini bitirmez, hep artıklar.",artıklayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0056370,atlanmak,At edinmek,Aylarca para biriktirdikten sonra nihayet o da atlandı.,at sahibi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1242860,atmak,ses çıkarmak,,atan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0080010,basmak,Küçük çocuklar ayakta durabilmek,Çocuk daha basamıyor.,ayağının üzerinde duran kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0059540,ayaklanmak,Ayağa kalkıp gitmeye davranmak,Oysa bir türlü yerleşemediğim gibi sanki her an yeniden ayaklanacakmış gibi yaşıyorum.,ayaklanan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0404890,kalkmak,Ayakta beklemek,Mektepte cezaya kalkmış gibi duruyorsun.,ayakta bekleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0057000,atmak,Haykırmak; bağırmak,"Sinirinden ne yapacağını bilemedi, dağın tepesinde nara atmaya başladı.",bağıran kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0076460,banlamak,Bağırmak,Ne banlıyor bunlar sabah sabah?,bağıran kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0133200,carlamak,Bağırarak konuşmak,Sinirlenince carlamaya başladı.,bağıran kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0500820,kükremek,Kızgınlık ve öfke ile yüksek sesle bağırmak,,bağıran kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0074300,balıklamak,Balıklama tarzı suya atlamak,Yüzücü aniden balıkladı.,balıklama atlayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0080080,basmak,"Bazı isimlerle sertlik, aşırılık anlamlarında yardımcı fiil olarak kullanılır",Voleybolcu kız çok sert bir smaç bastı.,basan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0080000,basmak,Vücudun ağırlığını verecek biçimde ayak tabanını bir yere veya bir şeyin üzerine koymak,Bastığın yerlerde güller açtı.,basan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0288660,geçmek,"Okulda, sınavda başarı göstermek",Çocuk bu yıl geçti.,"başarılı olan kişi, öğrenci",pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0841580,yatmak,Olumsuz veya başarısız bir sonuç almak,Takım bu sezon yattı.,Başarısız olan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0080460,bastırmak,"Baskı yapmak, üzerine iyice düşmek",Annesi Almanya'ya gitme konusuna her dakika bastırıyordu.,baskı yapan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0290630,gelmek,"Başlamak, ortaya çıkmak",,başlayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0010680,agulamak,"Bebek ""agu"" diye ses çıkarmak","Bak şu miniğe, nasıl da aguluyor!",bebek,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0245330,emeklemek,Dizler ve eller üzerinde yürümek,,"bebek, çocuk, emekleyen kişi",pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0333070,havalanmak,Beğenilmeyen davranışlarda bulunmak,,beğenilmeyen davranışlar sergileyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0790130,tutmak,Beklenen sonucu vermek,Toprağa atılan her tohum bir ümittir. Tohum ya tutar ya tutmaz. Ya yeşerir ya yeşermez.,beklenen sonucu veren şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0060410,ayazlamak,"Boş yere beklemek, eline bir şey geçmemek",Belki bir şeyler değişir diye ayazladım ama hiçbir şey olmadı.,bekleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0090710,belermek,"göz, akı iyice belirecek biçimde açılmak",Adam hızla gelen arabayı görünce gözleri belerdi.,Beleren şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0236330,eğilmek,"İnsan, bir işi yapmak için belini eğmek","Tenis oynarken yüz çeşit çeviklikler içinde eğilir, kalkar, sıçrar, koşar.",beli eğilen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0095120,bertmek,Bertilmek,,bertilen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0095670,beslenmek,Kendini beslemek,Bugün ekmeksiz besleniyorum.,beslenen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0102470,bilenmek,"Bir işe yoğun bir biçimde hazırlanmak, konsantre olmak",İkisi de doyasıya tatlı bir gece geçirmek için bilenmiş gibiydiler.,bilenen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0166720,çiçeksimek,"Kristal durumunda bulunan bir bileşik, kristal suyunu yitirip beyazımsı bir toz durumunu almak",Deneyden önce bu maddenin çiçeksimesi gerek.,bileşik,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0801500,uyanmak,Bilgisizlikten kurtulmak,,bilgisizlikten kurtulan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0056360,atlanmak,Ata binmek,Az sonra ulaklar oba beylerine haber ulaştırmak için atlanmışlardı.,binici,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0594930,oturmak,Herhangi bir durumda belli bir süre kalmak,Arif gibi bir adamla çene yarışına girmek istememekle beraber susup oturamazdı.,bir durumda kalan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0586110,olmak,Bir isim veya sıfatın belirttiği durumu almak,"hazır olmak, aşık olmak, emekli olmak...",bir durumu alan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0287610,geçinmek,Taslamak,"Şiir güç ya, şair olmak, şair geçinmek o kadar değil.",bir şeyi yapma iddiası olan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0100240,bırakmak,Bıyık veya sakal uzatmak,Babam bıyık bırakmış.,bıyık bırakan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0100430,bıyıklanmak,"Bıyığı çıkmak, bıyıklı duruma gelmek",Erkek çocuklar ergenlik döneminde bıyıklanır.,bıyıklanan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0110970,bocalamak,Gemi rüzgâra karşı gidemeyerek sürüklenmek,Gemi fırtınada bocaladı.,Bocalayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0231620,düvesimek,"Boğa, dişi istemek",,boğa,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0186530,debelenmek,Boşuna uğraşıp durmak,"Şu anda, dünyanın en büyük korkusu içinde debeleniyordu.",boş uğraş veren kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0628080,pineklemek,Boşa zaman harcamak,Ödevini yapmak için odasına kapandı ama sadece bilgisayar başında pinekledi.,Boşa zaman harcayan,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0116120,boyanmak,Boya veya renkli bir şey sürülmek,,boyanan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0117810,bozlamak,Deve bağırmak,,bozlayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0168440,çilemek,Bülbül şakımak,"Çile bülbülüm, çile!",bülbül,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0129590,büyümek,Sayıca artmak,,büyüyen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0393550,kabarmak,Niceliği artmak; büyümek,Masraf kabardı.,büyüyen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0126670,buzağılamak,Sığır yavrulamak,İnek buzağıladı.,buzağılayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0144830,çağıldamak,"Sular akarken taşlara, kayalara çarparak ""çağıl çağıl"" ses çıkarmak","Dere çağıldar, sevdiğim neredesin?",çağıldayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0145010,çağlamak,"Su, köpürerek ve ses çıkararak coşkun bir biçimde akmak",Bir gün nehirler gibi çağlayarak derinden.,çağlayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0146350,çakmak,Parıldamak; ışık vermek,Bütün gözler çakar şimşekler gibi parlıyordu.,çakan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0145680,çakıldamak,"Sürtünen, yuvarlanan çakıl taşları gibi ses çıkarmak",Makinanın çarkları sanki çakıldıyordu.,çakıldayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0148340,çalkanmak,"Coşkunluk, hareketlilik içinde bulunmak","Herkes, her şey bir bahar sevinci içinde çalkanır durur.",çalkalanan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0149260,çamurlanmak,"Üzerine çamur sıçramak, bulaşmak",Parkta her yerim çamurlandı.,çamurlanan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0149800,çangırdamak,Düşerek veya birbirine çarparak gürültü çıkarmak,"Kalemlerim dersin ortasında çangırdadı, hoca bana baktı.",çangırdayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0153000,çatallanmak,Çatal gibi ikiye ayrılmak,"Bir çeyrek daha gittiler, önlerinde yol bir daha çatallandı.",çatallanan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0154170,çatlamak,Parçaları ayrılıp dağılmayacak biçimde yarılmak,"Eğer çay doldururken bardak çatlarsa, üzerlerinde nazar olduğuna hükmeder, gidip bir koşu ateşte tuz çevirirdi.",çatlayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0154740,çavmak,"Sapmak, yol değiştirmek, amaçtan şaşmak","Kadın bir anda çavdı, çantasını aldı gitti.",çavan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0154730,çavmak,Dağılıp yayılmak; saçılmak,Bir çığlık sesi çavdı.,çavan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0154680,çavlanmak,Gürültüsü çevreye yayılmak,Hayvanların sesi çavlandı.,çavlanan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0155210,çayırlamak,Hayvan yediği çayırdan hastalanmak,Koyunlar çayırladı.,çayırlayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0155920,çekememek,Çekme işini yapamamak,Ben bu yükü çekemiyorum daha fazla.,çekemeyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0156340,çekilmek,"Bir yerden uzaklaşmak, bir yere uğramamak","Dükkân karmakarışık, mallar bayat, kibar müşteriler birer birer çekiliyor, ayaktakımı her gün artıyor.",çekilen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0156880,çekirdeklenmek,Çekirdek bağlamak,Bu salatalıklar artık çekirdeklenecek.,çekirdeklenen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0329290,harmanlamak,Bir çember oluşturacak biçimde dolaşmak,,çember şeklinde dolaşan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0158890,çemkirmek,Köpek kesik kesik havlamak,Köpekler caddede çemkiriyor.,çemkiren şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0158940,çemrenmek,"Kendi kol ve paçalarını sıvamak, eteğini toplamak","Kadın çemrendi, hazırlandı, hamura girişti.",çemrenen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0159340,çengellemek,Çengel atış yapmak,Sporcu üçüncü dakikada çengelliyor.,çengelleyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0159490,çenilemek,Canı yanan köpek ağlar gibi acı acı ses çıkarmak,Kız bütün gece çeniledi.,çenileyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0136400,cephelenmek,Cephe oluşturmak,Gürültüye karşı savaşanlar köpeğe karşı cephelenmişler.,cephelenen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0160250,çerezlenmek,Çerez türünden bir şeyler yemek,Rakının yanında biraz da çerezlendiler.,çerezlenen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0137870,cezalanmak,Cezaya çarpılmak,Yanlış ve mantıksız hareketim bu surette cezalanmalı!,cezaya çarpılan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0123660,bulmak,Cezaya uğramak,Eden bulur.,cezaya uğrayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0166730,çiçeksimek,"Deride leke, sivilce, çiçek gibi döküntüler belirmek","Çocuk hem halsiz düştü, hme de çiçeksidi.",çiçeksiyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0171020,çizginmek,Bir şeyin etrafında dönüp durmak,Kedi kızın etrafında çizgindi durdu.,çizginen şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0163310,çıkılamak,Çıkı yapmak,,çıkı yapan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0164140,çıldırmak,"Israrla istemek, büyük arzu göstermek","Eminim, resminizi yapmak için çıldırıyor.",çıldıran kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0164320,çımkırmak,"Yumurtlayan omurgalılardan, akciğerli, sıcakkanlı, vücudu tüylerle örtülü, gagalı, iki ayaklı, iki kanatlı uçucu hayvanların ortak adı|Kuş, pislemek",Kuş tüm balkona çımkırmış.,çımkıran şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0164570,çıngırdamak,Çıngırak sesi çıkarmak,"Caz alabildiğine çıngırdıyor, gümbürdüyor, garsonlar sağa sola seğiriyor.",çıngırdayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0138680,cırıldamak,Cır cır diye ses çıkarmak,Böcekler bu aylarda daha bir cırıldıyor.,cırıldayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0138740,cırlamak,İnce ve usandırıcı ses çıkarmak,Kedi durduk yere cırladı.,cırlayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0859420,yolunmak,Çok kederlenerek çırpınmak,,çırpınan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0165440,çırpınmak,Ne yapacağını şaşırmış bir durumda üzülmek ve telaşlanmak,"Beğeniyor musun şu yaptıklarını, ne olacak şimdi, ne yapacağız diye çırpınıyordu.",çırpınan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0165450,çırpınmak,Çok istenilen bir şeyi gerçekleştirebilmek için aşırı derecede çaba harcamak,"O onurlu ve soğukkanlı adam, gözlerini açarak daha çok şey öğrenmek için çırpınıyordu.",çırpınan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0165430,çırpınmak,Ses çıkararak hafifçe dalgalanmak,"Bayrakları arzularımla çırpınan gemiler, bir gün sırtlayıp beni götürdüler.",çırpınan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0139300,cıvmak,"Sekmek, değip geçmek, vurup sapmak","Kurşun taşa değmiş, sonra taştan cıvmış, Dursun Hoca'ya değmiş.",cıvan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0139120,cıvıldamak,Cıvıl cıvıl ötmek,Bir kuş durmadan cıvıldıyor.,cıvıldayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0139280,cıvıtmak,Ciddiyetten uzaklaşmak,Ali Rıza içince cıvıtırdı.,Cıvıtan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0139220,cıvımak,Saygısızca davranışta bulunmak,Derslerde öğrenciler çok cıvıyor. ,cıvıyan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0139330,cıyaklamak,"İnce, acı ve yüksek sesle bağırmak","Kedi, veteriner aşıyı yaparken cıyakladı.",cıyaklayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0139680,cızlamak,Cız etmek,Kırılan cam cız etti,cız eden şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0139520,cızıldamak,Cızırdamak,Eriyen peynirler cızıldıyor.,cızıldayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0139610,cızırdatmak,Kâğıt üzerinde ustaca kalem oynatmak veya beceriyle yazı yazmak,Sanatçı imza gününde her kitaba ufak karikatürler cızırdattı.,cızırdatan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0139580,cızırdamak,Boğazındaki gıcıktan dolayı kesik ve ince ses çıkarmak,"Adamın sesi cızırdadı, öksürdü.",cızırdayan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0139570,cızırdamak,Cızır diye ses çıkarmak,Taşan demlik cızırdadı.,cızırdayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0434400,kaynamak,Çok miktarda bulunmak,Burada karıncalar kaynıyor.,çok miktarda bulunan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0154190,çatlamak,"Aşırı yemekten, içmekten, yorgunluktan, ağlamaktan ölecek duruma gelmek veya ölmek",Bugün o kadar yedim ki çatladım.,çok yiyen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0500810,kükremek,"Coşmak, taşkınlık göstermek","Tutkuların kükrediği günlerde, akıl sözünü dinletemez ki?",coşan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0437000,kazmak,"Bu yolla çukur, kuyu, yol vb. oluşturmak",Sana dar gelmeyecek makberi kimler kazsın?,çukur oluşturan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0142940,cumbuldamak,Bir kabın içinde çalkalanıp ses çıkarmak,"Su şişede cumbulduyordu, belli ki şişenin bir kısmı boştu.",cumbuldayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0142980,cumburdamak,Cumburtu sesi çıkarmak,Süt tankı cumburduyordu.,cumburdayan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0143840,cüretlenmek,Cüretli davranmak,Para kazanamaya başlayınca evlenmek konusunda cüretlendi.,cüretlenen kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0177980,dağılmak,Toplu durumdayken ayrılıp birbirinden uzaklaşmak,"Zaten arkadaşlarımın her biri bir yana dağılmıştı,",dağılan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0177990,dağılmak,"Değer ve birimler belli etkenlerle, oranlı olarak bölünmek",Deneyin sonuçları koordinat sistemine bu şekilde dağıldı.,dağılan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0178010,dağılmak,düzeni bozulmak,Siyah saçları hare hare suyun yüzüne dağıldı.,dağılan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0178400,dağıtmak,"Değişik sebeplerle kendini koyvermek, beklenmedik davranışlarda bulunmak",,dağıtan kişi,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0179850,daldalanmak,Gölgeli yere saklanmak,Daldalan daldalan daldan aşağı / Saçları dökülür belden aşağı,daldalanan şey,pag,,,,,,,,,,,,,,,,,,,,,,,,,,,
